  cell  ,E,W,N,S
"(12, 3)",1,1,0,0
"(13, 3)",1,0,0,1
"(14, 3)",1,0,1,0
"(15, 3)",1,0,0,1
"(16, 3)",0,0,1,1
"(17, 3)",0,1,1,0
"(18, 3)",1,1,0,0
"(19, 3)",1,1,0,0
"(20, 3)",1,0,0,0
"(21, 3)",1,1,0,0
"(22, 3)",1,1,0,0
"(23, 3)",1,1,0,0
"(24, 3)",0,1,0,1
"(25, 3)",1,1,1,0
"(26, 3)",1,0,0,1
"(27, 3)",1,1,1,0
"(28, 3)",1,0,0,1
"(29, 3)",0,0,1,1
"(30, 3)",1,1,1,0
"(1, 4)",1,0,0,1
"(2, 4)",0,0,1,1
"(3, 4)",1,1,1,0
"(4, 4)",0,1,0,1
"(5, 4)",1,0,1,0
"(6, 4)",1,1,0,0
"(7, 4)",1,1,0,1
"(8, 4)",0,0,1,1
"(9, 4)",1,0,1,1
"(10, 4)",1,1,1,1
"(11, 4)",0,1,1,0
"(12, 4)",1,1,0,1
"(13, 4)",0,1,1,0
"(14, 4)",0,1,0,1
"(15, 4)",0,1,1,0
"(16, 4)",1,0,0,1
"(17, 4)",0,0,1,1
"(18, 4)",1,1,1,0
"(19, 4)",0,1,0,1
"(20, 4)",1,1,1,0
"(21, 4)",1,1,0,0
"(22, 4)",0,1,0,1
"(23, 4)",0,1,1,1
"(24, 4)",1,0,1,0
"(25, 4)",1,1,0,1
"(26, 4)",1,1,1,0
"(27, 4)",1,1,0,0
"(28, 4)",0,1,0,1
"(29, 4)",1,0,1,0
"(30, 4)",1,1,0,0
"(1, 5)",1,1,0,1
"(2, 5)",1,0,1,0
"(3, 5)",0,1,0,1
"(4, 5)",0,0,1,1
"(5, 5)",1,1,1,1
"(6, 5)",0,1,1,1
"(7, 5)",0,1,1,1
"(8, 5)",1,0,1,1
"(9, 5)",0,1,1,0
"(10, 5)",0,1,0,0
"(11, 5)",1,0,0,1
"(12, 5)",0,1,1,1
"(13, 5)",1,0,1,1
"(14, 5)",0,0,1,1
"(15, 5)",1,0,1,0
"(16, 5)",0,1,0,1
"(17, 5)",1,0,1,0
"(18, 5)",0,1,0,0
"(19, 5)",1,0,0,1
"(20, 5)",1,1,1,0
"(21, 5)",0,1,0,1
"(22, 5)",1,0,1,0
"(23, 5)",1,0,0,1
"(24, 5)",1,1,1,0
"(25, 5)",1,1,0,0
"(26, 5)",1,1,0,1
"(27, 5)",0,1,1,1
"(28, 5)",1,0,1,0
"(29, 5)",0,1,0,1
"(30, 5)",1,1,1,0
"(1, 6)",1,1,0,0
"(2, 6)",1,1,0,0
"(3, 6)",1,0,0,0
"(4, 6)",1,0,0,1
"(5, 6)",0,1,1,0
"(6, 6)",1,0,0,1
"(7, 6)",0,0,1,1
"(8, 6)",1,1,1,0
"(9, 6)",1,0,0,1
"(10, 6)",1,0,1,0
"(11, 6)",1,1,0,0
"(12, 6)",1,0,0,1
"(13, 6)",1,1,1,0
"(14, 6)",0,0,0,1
"(15, 6)",0,1,1,1
"(16, 6)",0,0,1,1
"(17, 6)",0,1,1,0
"(18, 6)",1,0,0,1
"(19, 6)",0,1,1,0
"(20, 6)",1,1,0,0
"(21, 6)",1,0,0,1
"(22, 6)",0,1,1,0
"(23, 6)",1,1,0,0
"(24, 6)",1,1,0,1
"(25, 6)",0,1,1,1
"(26, 6)",0,1,1,1
"(27, 6)",1,0,1,0
"(28, 6)",1,1,0,0
"(29, 6)",1,0,0,0
"(30, 6)",1,1,0,0
"(1, 7)",1,1,0,0
"(2, 7)",1,1,0,0
"(3, 7)",1,1,0,0
"(4, 7)",1,1,0,1
"(5, 7)",1,0,1,0
"(6, 7)",0,1,0,1
"(7, 7)",1,0,1,0
"(8, 7)",1,1,0,1
"(9, 7)",0,1,1,0
"(10, 7)",0,1,0,1
"(11, 7)",0,1,1,1
"(12, 7)",1,1,1,0
"(13, 7)",1,1,0,0
"(14, 7)",1,0,0,1
"(15, 7)",0,0,1,1
"(16, 7)",1,0,1,0
"(17, 7)",1,0,0,1
"(18, 7)",0,1,1,0
"(19, 7)",1,0,0,0
"(20, 7)",0,1,0,1
"(21, 7)",0,1,1,0
"(22, 7)",0,0,0,1
"(23, 7)",1,1,1,1
"(24, 7)",0,1,1,1
"(25, 7)",1,0,1,1
"(26, 7)",1,0,1,0
"(27, 7)",1,1,0,0
"(28, 7)",1,1,0,0
"(29, 7)",0,1,0,1
"(30, 7)",1,1,1,0
"(1, 8)",1,1,0,0
"(2, 8)",1,1,0,1
"(3, 8)",1,1,1,1
"(4, 8)",0,1,1,0
"(5, 8)",1,1,0,1
"(6, 8)",0,0,1,1
"(7, 8)",0,1,1,0
"(8, 8)",1,1,0,0
"(9, 8)",1,0,0,1
"(10, 8)",0,0,1,1
"(11, 8)",1,0,1,0
"(12, 8)",1,1,0,1
"(13, 8)",0,1,1,1
"(14, 8)",0,1,1,0
"(15, 8)",1,0,0,1
"(16, 8)",0,1,1,1
"(17, 8)",0,1,1,1
"(18, 8)",1,0,1,1
"(19, 8)",0,1,1,1
"(20, 8)",0,0,1,1
"(21, 8)",0,0,1,1
"(22, 8)",1,0,1,1
"(23, 8)",0,1,1,1
"(24, 8)",1,0,1,1
"(25, 8)",0,1,1,0
"(26, 8)",0,1,0,1
"(27, 8)",1,1,1,0
"(28, 8)",0,1,0,1
"(29, 8)",1,0,1,0
"(30, 8)",1,1,0,0
"(1, 9)",0,1,0,1
"(2, 9)",1,1,1,0
"(3, 9)",1,1,0,0
"(4, 9)",1,0,0,0
"(5, 9)",0,1,0,1
"(6, 9)",0,0,1,1
"(7, 9)",1,0,1,0
"(8, 9)",1,1,0,1
"(9, 9)",1,1,1,0
"(10, 9)",1,0,0,1
"(11, 9)",0,1,1,1
"(12, 9)",1,1,1,1
"(13, 9)",0,0,1,1
"(14, 9)",1,0,1,0
"(15, 9)",0,1,0,1
"(16, 9)",0,0,1,1
"(17, 9)",0,0,1,1
"(18, 9)",0,1,1,1
"(19, 9)",0,0,1,1
"(20, 9)",1,0,1,1
"(21, 9)",1,0,1,0
"(22, 9)",1,1,0,0
"(23, 9)",1,0,0,1
"(24, 9)",1,1,1,1
"(25, 9)",1,0,1,1
"(26, 9)",1,0,1,1
"(27, 9)",0,1,1,1
"(28, 9)",0,0,1,0
"(29, 9)",0,1,0,1
"(30, 9)",1,1,1,0
"(1, 10)",1,0,0,1
"(2, 10)",0,1,1,1
"(3, 10)",0,1,1,1
"(4, 10)",0,1,1,1
"(5, 10)",1,0,1,1
"(6, 10)",0,0,1,0
"(7, 10)",1,1,0,1
"(8, 10)",1,1,1,0
"(9, 10)",1,1,0,0
"(10, 10)",0,1,0,1
"(11, 10)",1,0,1,1
"(12, 10)",1,1,1,1
"(13, 10)",0,0,1,0
"(14, 10)",0,1,0,1
"(15, 10)",0,0,1,1
"(16, 10)",1,0,1,0
"(17, 10)",1,0,0,1
"(18, 10)",1,0,1,1
"(19, 10)",0,0,1,1
"(20, 10)",1,1,1,0
"(21, 10)",1,1,0,0
"(22, 10)",1,1,0,0
"(23, 10)",1,1,0,0
"(24, 10)",1,1,0,0
"(25, 10)",1,1,0,0
"(26, 10)",0,1,0,0
"(27, 10)",1,0,0,1
"(28, 10)",1,0,1,1
"(29, 10)",0,0,1,1
"(30, 10)",1,1,1,0
"(1, 11)",1,1,0,0
"(2, 11)",1,0,0,1
"(3, 11)",1,0,1,1
"(4, 11)",0,0,1,1
"(5, 11)",0,1,1,0
"(6, 11)",1,0,0,1
"(7, 11)",1,1,1,0
"(8, 11)",1,1,0,1
"(9, 11)",0,1,1,1
"(10, 11)",1,0,1,1
"(11, 11)",1,1,1,0
"(12, 11)",0,1,0,0
"(13, 11)",1,0,0,1
"(14, 11)",1,0,1,1
"(15, 11)",0,0,1,1
"(16, 11)",1,1,1,0
"(17, 11)",1,1,0,0
"(18, 11)",0,1,0,0
"(19, 11)",1,0,0,1
"(20, 11)",1,1,1,0
"(21, 11)",1,1,0,0
"(22, 11)",1,1,0,0
"(23, 11)",1,1,0,0
"(24, 11)",1,1,0,1
"(25, 11)",0,1,1,1
"(26, 11)",1,0,1,0
"(27, 11)",1,1,0,0
"(28, 11)",1,1,0,0
"(29, 11)",1,0,0,1
"(30, 11)",1,1,1,0
"(1, 12)",1,1,0,1
"(2, 12)",0,1,1,0
"(3, 12)",0,1,0,1
"(4, 12)",1,0,1,1
"(5, 12)",1,0,1,1
"(6, 12)",0,1,1,0
"(7, 12)",1,1,0,1
"(8, 12)",1,1,1,1
"(9, 12)",0,0,1,1
"(10, 12)",0,1,1,0
"(11, 12)",1,1,0,1
"(12, 12)",1,0,1,1
"(13, 12)",1,1,1,0
"(14, 12)",0,1,0,1
"(15, 12)",1,0,1,0
"(16, 12)",1,1,0,0
"(17, 12)",0,1,0,1
"(18, 12)",0,0,1,1
"(19, 12)",0,1,1,0
"(20, 12)",1,1,0,0
"(21, 12)",0,1,0,1
"(22, 12)",1,1,1,0
"(23, 12)",1,1,0,0
"(24, 12)",1,1,0,1
"(25, 12)",0,0,1,0
"(26, 12)",1,1,0,1
"(27, 12)",0,1,1,0
"(28, 12)",1,1,0,0
"(29, 12)",1,1,0,0
"(30, 12)",1,1,0,0
"(1, 13)",0,1,0,0
"(2, 13)",1,0,0,1
"(3, 13)",0,0,1,1
"(4, 13)",1,1,1,0
"(5, 13)",0,1,0,1
"(6, 13)",0,0,1,1
"(7, 13)",1,1,1,0
"(8, 13)",1,1,0,1
"(9, 13)",1,0,1,1
"(10, 13)",0,0,1,1
"(11, 13)",0,1,1,0
"(12, 13)",1,1,0,0
"(13, 13)",1,1,0,1
"(14, 13)",1,0,1,1
"(15, 13)",1,1,1,0
"(16, 13)",1,1,0,1
"(17, 13)",0,0,1,1
"(18, 13)",0,0,1,1
"(19, 13)",1,0,1,1
"(20, 13)",1,1,1,1
"(21, 13)",1,0,1,0
"(22, 13)",0,1,0,1
"(23, 13)",0,1,1,0
"(24, 13)",0,1,0,1
"(25, 13)",0,0,1,1
"(26, 13)",0,1,1,0
"(27, 13)",1,0,0,1
"(28, 13)",1,1,1,0
"(29, 13)",1,1,0,0
"(30, 13)",1,1,0,0
"(1, 14)",1,0,0,1
"(2, 14)",0,1,1,0
"(3, 14)",1,0,0,0
"(4, 14)",1,1,0,1
"(5, 14)",1,0,1,1
"(6, 14)",1,0,1,0
"(7, 14)",1,1,0,1
"(8, 14)",1,1,1,0
"(9, 14)",0,1,0,0
"(10, 14)",1,0,0,1
"(11, 14)",0,0,1,1
"(12, 14)",1,1,1,0
"(13, 14)",1,1,0,0
"(14, 14)",1,1,0,0
"(15, 14)",0,1,0,1
"(16, 14)",1,1,1,1
"(17, 14)",1,0,1,1
"(18, 14)",0,0,1,1
"(19, 14)",0,1,1,0
"(20, 14)",0,1,0,0
"(21, 14)",0,1,0,1
"(22, 14)",1,0,1,0
"(23, 14)",1,0,0,1
"(24, 14)",0,0,1,1
"(25, 14)",0,0,1,1
"(26, 14)",0,0,1,1
"(27, 14)",1,1,1,0
"(28, 14)",1,1,0,1
"(29, 14)",0,1,1,1
"(30, 14)",1,1,1,0
"(1, 15)",1,1,0,1
"(2, 15)",0,0,1,1
"(3, 15)",1,1,1,0
"(4, 15)",1,1,0,0
"(5, 15)",1,1,0,0
"(6, 15)",1,1,0,0
"(7, 15)",1,1,0,0
"(8, 15)",0,1,0,1
"(9, 15)",1,0,1,0
"(10, 15)",1,1,0,1
"(11, 15)",0,0,1,1
"(12, 15)",1,1,1,0
"(13, 15)",0,1,0,1
"(14, 15)",0,1,1,1
"(15, 15)",1,0,1,0
"(16, 15)",1,1,0,0
"(17, 15)",0,1,0,1
"(18, 15)",1,0,1,1
"(19, 15)",1,0,1,1
"(20, 15)",0,0,1,1
"(21, 15)",1,0,1,1
"(22, 15)",1,1,1,1
"(23, 15)",0,1,1,1
"(24, 15)",1,0,1,1
"(25, 15)",1,0,1,1
"(26, 15)",0,0,1,1
"(27, 15)",1,1,1,0
"(28, 15)",0,1,0,0
"(29, 15)",1,0,0,1
"(30, 15)",1,1,1,0
"(1, 16)",1,1,0,1
"(2, 16)",1,0,1,0
"(3, 16)",0,1,0,1
"(4, 16)",1,1,1,1
"(5, 16)",0,1,1,1
"(6, 16)",1,1,1,1
"(7, 16)",1,1,1,0
"(8, 16)",1,0,0,1
"(9, 16)",1,1,1,1
"(10, 16)",0,1,1,1
"(11, 16)",1,0,1,0
"(12, 16)",1,1,0,0
"(13, 16)",1,0,0,1
"(14, 16)",0,0,1,1
"(15, 16)",1,1,1,0
"(16, 16)",1,1,0,1
"(17, 16)",1,0,1,0
"(18, 16)",1,1,0,0
"(19, 16)",1,1,0,1
"(20, 16)",0,0,1,1
"(21, 16)",1,1,1,0
"(22, 16)",0,1,0,1
"(23, 16)",0,0,1,0
"(24, 16)",1,1,0,0
"(25, 16)",0,1,0,1
"(26, 16)",1,0,1,0
"(27, 16)",0,1,0,1
"(28, 16)",0,0,1,1
"(29, 16)",0,1,1,0
"(30, 16)",1,1,0,0
"(1, 17)",1,1,0,0
"(2, 17)",1,1,0,0
"(3, 17)",1,0,0,1
"(4, 17)",1,1,1,0
"(5, 17)",0,0,0,1
"(6, 17)",0,1,1,0
"(7, 17)",1,1,0,0
"(8, 17)",1,1,0,0
"(9, 17)",1,1,0,1
"(10, 17)",1,0,1,0
"(11, 17)",1,1,0,0
"(12, 17)",1,1,0,1
"(13, 17)",0,1,1,0
"(14, 17)",1,0,0,1
"(15, 17)",1,1,1,0
"(16, 17)",1,1,0,0
"(17, 17)",1,1,0,1
"(18, 17)",0,1,1,0
"(19, 17)",1,1,0,0
"(20, 17)",1,0,0,1
"(21, 17)",0,1,1,0
"(22, 17)",1,0,0,1
"(23, 17)",0,0,1,1
"(24, 17)",0,1,1,1
"(25, 17)",0,0,1,1
"(26, 17)",1,1,1,0
"(27, 17)",1,0,0,1
"(28, 17)",1,0,1,0
"(29, 17)",1,0,0,1
"(30, 17)",1,1,1,0
"(1, 18)",0,1,0,0
"(2, 18)",0,1,0,1
"(3, 18)",0,1,1,0
"(4, 18)",1,1,0,1
"(5, 18)",0,0,1,1
"(6, 18)",1,0,1,0
"(7, 18)",0,1,0,1
"(8, 18)",1,1,1,0
"(9, 18)",1,1,0,0
"(10, 18)",1,1,0,1
"(11, 18)",0,1,1,1
"(12, 18)",1,1,1,1
"(13, 18)",0,0,1,1
"(14, 18)",1,1,1,0
"(15, 18)",0,1,0,1
"(16, 18)",0,1,1,1
"(17, 18)",0,1,1,1
"(18, 18)",1,0,1,1
"(19, 18)",1,1,1,1
"(20, 18)",0,1,1,1
"(21, 18)",1,0,1,1
"(22, 18)",0,1,1,0
"(23, 18)",1,0,0,1
"(24, 18)",0,0,1,1
"(25, 18)",1,0,1,0
"(26, 18)",0,1,0,1
"(27, 18)",0,1,1,0
"(28, 18)",0,1,0,1
"(29, 18)",1,1,1,0
"(30, 18)",1,1,0,0
"(1, 19)",1,0,0,1
"(2, 19)",0,0,1,1
"(3, 19)",1,0,1,1
"(4, 19)",0,1,1,1
"(5, 19)",0,0,1,0
"(6, 19)",0,1,0,1
"(7, 19)",1,0,1,1
"(8, 19)",1,1,1,0
"(9, 19)",1,1,0,0
"(10, 19)",0,1,0,0
"(11, 19)",1,0,0,1
"(12, 19)",1,1,1,0
"(13, 19)",1,0,0,1
"(14, 19)",0,1,1,1
"(15, 19)",1,0,1,1
"(16, 19)",0,0,1,1
"(17, 19)",1,0,1,0
"(18, 19)",0,1,0,0
"(19, 19)",1,1,0,1
"(20, 19)",0,0,1,1
"(21, 19)",1,1,1,1
"(22, 19)",1,0,1,0
"(23, 19)",0,1,0,1
"(24, 19)",1,0,1,0
"(25, 19)",0,1,0,1
"(26, 19)",1,0,1,1
"(27, 19)",1,0,1,1
"(28, 19)",0,0,1,1
"(29, 19)",0,1,1,0
"(30, 19)",1,1,0,0
"(1, 20)",1,1,0,1
"(2, 20)",1,0,1,0
"(3, 20)",0,1,0,1
"(4, 20)",0,0,1,1
"(5, 20)",0,0,1,1
"(6, 20)",0,0,1,1
"(7, 20)",1,1,1,0
"(8, 20)",1,1,0,0
"(9, 20)",1,1,0,1
"(10, 20)",0,0,1,1
"(11, 20)",0,1,1,0
"(12, 20)",1,1,0,1
"(13, 20)",0,1,1,1
"(14, 20)",0,0,1,1
"(15, 20)",0,1,1,0
"(16, 20)",1,0,0,0
"(17, 20)",0,1,0,1
"(18, 20)",1,0,1,0
"(19, 20)",1,1,0,1
"(20, 20)",0,0,1,1
"(21, 20)",1,1,1,0
"(22, 20)",1,1,0,1
"(23, 20)",0,0,1,1
"(24, 20)",1,1,1,0
"(25, 20)",1,0,0,1
"(26, 20)",0,1,1,0
"(27, 20)",1,1,0,1
"(28, 20)",0,0,1,1
"(29, 20)",0,0,1,1
"(30, 20)",1,1,1,0
"(1, 21)",1,1,0,0
"(2, 21)",1,1,0,0
"(3, 21)",1,0,0,1
"(4, 21)",0,0,1,1
"(5, 21)",1,0,1,0
"(6, 21)",1,0,0,1
"(7, 21)",0,1,1,1
"(8, 21)",1,1,1,0
"(9, 21)",1,1,0,1
"(10, 21)",0,0,1,1
"(11, 21)",0,0,1,1
"(12, 21)",1,1,1,0
"(13, 21)",1,0,0,1
"(14, 21)",0,0,1,1
"(15, 21)",1,0,1,0
"(16, 21)",1,1,0,1
"(17, 21)",1,0,1,1
"(18, 21)",0,1,1,1
"(19, 21)",1,1,1,0
"(20, 21)",1,0,0,0
"(21, 21)",1,1,0,1
"(22, 21)",1,1,1,0
"(23, 21)",0,0,0,1
"(24, 21)",1,1,1,0
"(25, 21)",1,1,0,0
"(26, 21)",1,0,0,1
"(27, 21)",0,1,1,1
"(28, 21)",0,0,1,1
"(29, 21)",0,0,1,0
"(30, 21)",1,1,0,0
"(1, 22)",1,1,0,1
"(2, 22)",1,1,1,0
"(3, 22)",1,1,0,0
"(4, 22)",0,0,0,1
"(5, 22)",1,1,1,0
"(6, 22)",1,1,0,0
"(7, 22)",1,0,0,1
"(8, 22)",0,1,1,1
"(9, 22)",1,1,1,1
"(10, 22)",0,0,1,1
"(11, 22)",1,0,1,1
"(12, 22)",1,1,1,0
"(13, 22)",0,1,0,1
"(14, 22)",1,0,1,0
"(15, 22)",0,1,0,1
"(16, 22)",1,1,1,0
"(17, 22)",0,1,0,1
"(18, 22)",0,0,1,1
"(19, 22)",1,1,1,1
"(20, 22)",0,1,1,1
"(21, 22)",1,1,1,0
"(22, 22)",1,1,0,1
"(23, 22)",1,0,1,0
"(24, 22)",1,1,0,0
"(25, 22)",1,1,0,1
"(26, 22)",0,1,1,1
"(27, 22)",1,0,1,1
"(28, 22)",0,0,1,1
"(29, 22)",1,0,1,0
"(30, 22)",1,1,0,0
"(1, 23)",1,1,0,0
"(2, 23)",0,1,0,0
"(3, 23)",1,1,0,1
"(4, 23)",0,0,1,1
"(5, 23)",0,1,1,1
"(6, 23)",1,1,1,0
"(7, 23)",1,1,0,1
"(8, 23)",0,0,1,1
"(9, 23)",1,1,1,1
"(10, 23)",0,0,1,1
"(11, 23)",0,1,1,0
"(12, 23)",1,1,0,0
"(13, 23)",0,0,0,1
"(14, 23)",0,1,1,1
"(15, 23)",1,0,1,1
"(16, 23)",0,1,1,1
"(17, 23)",0,0,1,1
"(18, 23)",1,0,1,0
"(19, 23)",0,1,0,1
"(20, 23)",1,0,1,0
"(21, 23)",1,1,0,1
"(22, 23)",0,1,1,0
"(23, 23)",1,1,0,0
"(24, 23)",1,1,0,0
"(25, 23)",1,1,0,1
"(26, 23)",1,0,1,1
"(27, 23)",1,1,1,1
"(28, 23)",0,0,1,0
"(29, 23)",1,1,0,1
"(30, 23)",1,1,1,0
"(1, 24)",1,1,0,1
"(2, 24)",1,0,1,1
"(3, 24)",0,1,1,1
"(4, 24)",1,0,1,1
"(5, 24)",1,0,1,0
"(6, 24)",1,1,0,1
"(7, 24)",0,1,1,1
"(8, 24)",0,0,1,1
"(9, 24)",1,1,1,0
"(10, 24)",1,0,0,1
"(11, 24)",1,0,1,1
"(12, 24)",0,1,1,1
"(13, 24)",1,0,1,1
"(14, 24)",0,0,1,1
"(15, 24)",1,1,1,1
"(16, 24)",0,0,1,1
"(17, 24)",1,0,1,0
"(18, 24)",1,1,0,1
"(19, 24)",0,0,1,0
"(20, 24)",1,1,0,0
"(21, 24)",0,1,0,1
"(22, 24)",1,0,1,1
"(23, 24)",1,1,1,0
"(24, 24)",1,1,0,1
"(25, 24)",1,1,1,0
"(26, 24)",1,1,0,0
"(27, 24)",1,1,0,0
"(28, 24)",1,0,0,1
"(29, 24)",0,1,1,0
"(30, 24)",1,1,0,0
"(1, 25)",1,1,0,0
"(2, 25)",0,1,0,1
"(3, 25)",1,0,1,1
"(4, 25)",0,1,1,0
"(5, 25)",1,1,0,0
"(6, 25)",1,1,0,0
"(7, 25)",0,0,0,1
"(8, 25)",1,0,1,0
"(9, 25)",0,1,0,1
"(10, 25)",0,1,1,0
"(11, 25)",0,1,0,1
"(12, 25)",1,0,1,0
"(13, 25)",0,1,0,1
"(14, 25)",1,0,1,1
"(15, 25)",1,1,1,1
"(16, 25)",0,0,1,0
"(17, 25)",1,1,0,0
"(18, 25)",0,1,0,1
"(19, 25)",1,0,1,0
"(20, 25)",0,1,0,1
"(21, 25)",0,0,1,1
"(22, 25)",0,1,1,0
"(23, 25)",1,1,0,1
"(24, 25)",0,1,1,0
"(25, 25)",1,1,0,1
"(26, 25)",1,1,1,0
"(27, 25)",0,1,0,1
"(28, 25)",1,1,1,0
"(29, 25)",0,0,0,1
"(30, 25)",1,1,1,0
"(1, 26)",1,1,0,0
"(2, 26)",1,0,0,1
"(3, 26)",0,1,1,1
"(4, 26)",1,0,1,0
"(5, 26)",1,1,0,0
"(6, 26)",1,1,0,1
"(7, 26)",0,0,1,1
"(8, 26)",0,1,1,1
"(9, 26)",0,0,1,1
"(10, 26)",1,0,1,1
"(11, 26)",0,0,1,0
"(12, 26)",0,1,0,1
"(13, 26)",0,0,1,1
"(14, 26)",1,1,1,0
"(15, 26)",1,1,0,1
"(16, 26)",1,0,1,1
"(17, 26)",0,1,1,1
"(18, 26)",1,0,1,1
"(19, 26)",1,1,1,0
"(20, 26)",1,0,0,1
"(21, 26)",0,0,1,1
"(22, 26)",1,0,1,0
"(23, 26)",1,1,0,0
"(24, 26)",1,0,0,1
"(25, 26)",1,1,1,0
"(26, 26)",1,1,0,1
"(27, 26)",0,0,1,1
"(28, 26)",1,1,1,1
"(29, 26)",1,0,1,1
"(30, 26)",0,1,1,0
"(1, 27)",1,1,0,0
"(2, 27)",1,1,0,0
"(3, 27)",1,0,0,0
"(4, 27)",1,1,0,0
"(5, 27)",1,1,0,0
"(6, 27)",0,1,0,0
"(7, 27)",1,0,0,1
"(8, 27)",0,0,1,1
"(9, 27)",1,0,1,1
"(10, 27)",0,1,1,1
"(11, 27)",1,0,1,1
"(12, 27)",0,0,1,0
"(13, 27)",1,0,0,1
"(14, 27)",0,1,1,1
"(15, 27)",1,1,1,0
"(16, 27)",1,1,0,0
"(17, 27)",0,0,0,1
"(18, 27)",1,1,1,0
"(19, 27)",1,1,0,1
"(20, 27)",0,1,1,0
"(21, 27)",1,0,0,1
"(22, 27)",1,1,1,0
"(23, 27)",1,1,0,1
"(24, 27)",0,1,1,0
"(25, 27)",1,1,0,1
"(26, 27)",0,1,1,0
"(27, 27)",1,0,0,1
"(28, 27)",0,1,1,0
"(29, 27)",0,1,0,1
"(30, 27)",1,0,1,0
"(1, 28)",0,1,0,0
"(2, 28)",1,1,0,0
"(3, 28)",0,1,0,1
"(4, 28)",0,1,1,1
"(5, 28)",1,1,1,0
"(6, 28)",1,0,0,1
"(7, 28)",0,1,1,0
"(8, 28)",1,0,0,1
"(9, 28)",1,1,1,1
"(10, 28)",1,0,1,0
"(11, 28)",1,1,0,1
"(12, 28)",0,0,1,1
"(13, 28)",0,1,1,0
"(14, 28)",0,0,0,1
"(15, 28)",1,1,1,0
"(16, 28)",1,1,0,0
"(17, 28)",1,0,0,1
"(18, 28)",1,1,1,0
"(19, 28)",1,1,0,1
"(20, 28)",0,0,1,1
"(21, 28)",0,1,1,0
"(22, 28)",1,1,0,0
"(23, 28)",0,1,0,1
"(24, 28)",1,0,1,0
"(25, 28)",0,1,0,1
"(26, 28)",0,0,1,1
"(27, 28)",1,1,1,0
"(28, 28)",1,0,0,1
"(29, 28)",1,0,1,0
"(30, 28)",1,1,0,0
"(1, 29)",1,0,0,1
"(2, 29)",0,1,1,0
"(3, 29)",1,0,0,1
"(4, 29)",1,0,1,0
"(5, 29)",1,1,0,1
"(6, 29)",0,1,1,1
"(7, 29)",1,0,1,1
"(8, 29)",1,1,1,0
"(9, 29)",1,1,0,0
"(10, 29)",1,1,0,0
"(11, 29)",0,1,0,1
"(12, 29)",0,0,1,1
"(13, 29)",1,0,1,1
"(14, 29)",1,0,1,1
"(15, 29)",0,1,1,0
"(16, 29)",1,1,0,0
"(17, 29)",1,1,0,0
"(18, 29)",1,1,0,1
"(19, 29)",1,1,1,0
"(20, 29)",1,0,0,1
"(21, 29)",1,0,1,0
"(22, 29)",1,1,0,1
"(23, 29)",0,0,1,0
"(24, 29)",1,1,0,1
"(25, 29)",0,0,1,1
"(26, 29)",0,0,1,1
"(27, 29)",0,1,1,1
"(28, 29)",1,1,1,0
"(29, 29)",0,1,0,1
"(30, 29)",1,1,1,0
"(1, 30)",0,1,0,1
"(2, 30)",0,0,1,1
"(3, 30)",0,1,1,0
