  cell  ,E,W,N,S
"(15, 3)",1,0,0,0
"(16, 3)",1,0,0,1
"(17, 3)",1,1,1,0
"(18, 3)",0,0,0,1
"(19, 3)",1,1,1,1
"(20, 3)",0,1,1,0
"(21, 3)",1,1,0,0
"(22, 3)",1,0,0,1
"(23, 3)",0,1,1,0
"(24, 3)",1,0,0,0
"(25, 3)",1,0,0,1
"(26, 3)",0,1,1,0
"(27, 3)",1,1,0,0
"(28, 3)",1,1,0,0
"(29, 3)",1,0,0,1
"(30, 3)",0,0,1,1
"(31, 3)",0,1,1,1
"(32, 3)",1,0,1,1
"(33, 3)",0,1,1,1
"(34, 3)",0,0,1,1
"(35, 3)",0,1,1,0
"(36, 3)",1,1,0,0
"(37, 3)",1,1,0,1
"(38, 3)",1,0,1,1
"(39, 3)",0,1,1,1
"(40, 3)",0,0,1,1
"(41, 3)",1,1,1,0
"(42, 3)",1,0,0,1
"(43, 3)",1,1,1,1
"(44, 3)",0,0,1,1
"(45, 3)",1,1,1,1
"(46, 3)",0,1,1,1
"(47, 3)",0,0,1,1
"(48, 3)",0,1,1,1
"(49, 3)",1,0,1,1
"(50, 3)",1,1,1,0
"(1, 4)",1,1,0,0
"(2, 4)",0,1,0,1
"(3, 4)",1,0,1,1
"(4, 4)",0,1,1,1
"(5, 4)",1,0,1,1
"(6, 4)",0,1,1,0
"(7, 4)",1,0,0,1
"(8, 4)",1,0,1,1
"(9, 4)",0,0,1,1
"(10, 4)",1,1,1,0
"(11, 4)",1,1,0,0
"(12, 4)",1,1,0,1
"(13, 4)",0,0,1,1
"(14, 4)",1,1,1,0
"(15, 4)",0,1,0,1
"(16, 4)",0,1,1,0
"(17, 4)",1,1,0,0
"(18, 4)",1,0,0,1
"(19, 4)",1,1,1,1
"(20, 4)",1,0,1,1
"(21, 4)",0,1,1,0
"(22, 4)",0,1,0,1
"(23, 4)",1,0,1,1
"(24, 4)",0,1,1,0
"(25, 4)",1,1,0,1
"(26, 4)",1,0,1,0
"(27, 4)",1,1,0,0
"(28, 4)",0,1,0,1
"(29, 4)",1,1,1,1
"(30, 4)",1,0,1,1
"(31, 4)",0,0,1,1
"(32, 4)",0,1,1,0
"(33, 4)",1,0,0,1
"(34, 4)",0,0,1,1
"(35, 4)",0,0,1,1
"(36, 4)",0,1,1,1
"(37, 4)",1,1,1,0
"(38, 4)",1,1,0,1
"(39, 4)",1,0,1,0
"(40, 4)",1,0,0,1
"(41, 4)",0,1,1,0
"(42, 4)",1,1,0,0
"(43, 4)",0,1,0,1
"(44, 4)",1,0,1,0
"(45, 4)",1,1,0,1
"(46, 4)",0,0,1,0
"(47, 4)",1,0,0,1
"(48, 4)",0,0,1,1
"(49, 4)",0,1,1,0
"(50, 4)",1,1,0,0
"(1, 5)",1,1,0,0
"(2, 5)",1,0,0,1
"(3, 5)",0,1,1,0
"(4, 5)",1,0,0,1
"(5, 5)",1,1,1,1
"(6, 5)",0,0,1,1
"(7, 5)",1,1,1,0
"(8, 5)",0,1,0,1
"(9, 5)",0,0,1,1
"(10, 5)",0,1,1,0
"(11, 5)",0,1,0,1
"(12, 5)",0,1,1,1
"(13, 5)",1,0,1,1
"(14, 5)",1,1,1,0
"(15, 5)",1,0,0,1
"(16, 5)",0,0,1,1
"(17, 5)",1,1,1,0
"(18, 5)",1,1,0,0
"(19, 5)",0,1,0,0
"(20, 5)",1,1,0,1
"(21, 5)",0,0,1,1
"(22, 5)",1,0,1,1
"(23, 5)",0,1,1,0
"(24, 5)",1,0,0,1
"(25, 5)",1,1,1,0
"(26, 5)",1,1,0,1
"(27, 5)",0,1,1,1
"(28, 5)",0,0,1,1
"(29, 5)",0,1,1,0
"(30, 5)",0,1,0,1
"(31, 5)",0,0,1,1
"(32, 5)",1,0,1,0
"(33, 5)",1,1,0,1
"(34, 5)",1,0,1,1
"(35, 5)",0,0,1,1
"(36, 5)",1,0,1,0
"(37, 5)",1,1,0,1
"(38, 5)",1,1,1,0
"(39, 5)",1,1,0,1
"(40, 5)",0,1,1,1
"(41, 5)",1,0,1,1
"(42, 5)",0,1,1,1
"(43, 5)",0,0,1,1
"(44, 5)",1,1,1,0
"(45, 5)",1,1,0,0
"(46, 5)",1,0,0,1
"(47, 5)",0,1,1,1
"(48, 5)",1,0,1,0
"(49, 5)",1,0,0,1
"(50, 5)",0,1,1,0
"(1, 6)",1,1,0,0
"(2, 6)",1,1,0,0
"(3, 6)",1,0,0,1
"(4, 6)",0,1,1,0
"(5, 6)",1,1,0,1
"(6, 6)",0,0,1,1
"(7, 6)",1,1,1,0
"(8, 6)",1,0,0,1
"(9, 6)",0,0,1,1
"(10, 6)",0,0,1,1
"(11, 6)",0,0,1,1
"(12, 6)",0,0,1,1
"(13, 6)",0,1,1,0
"(14, 6)",1,1,0,0
"(15, 6)",1,1,0,0
"(16, 6)",0,0,0,1
"(17, 6)",1,1,1,0
"(18, 6)",0,1,0,1
"(19, 6)",0,0,1,1
"(20, 6)",0,1,1,1
"(21, 6)",1,0,1,1
"(22, 6)",1,1,1,0
"(23, 6)",1,0,0,0
"(24, 6)",1,1,0,0
"(25, 6)",0,1,0,1
"(26, 6)",1,1,1,0
"(27, 6)",1,0,0,1
"(28, 6)",0,0,1,1
"(29, 6)",0,0,1,1
"(30, 6)",1,0,1,1
"(31, 6)",0,0,1,1
"(32, 6)",1,1,1,0
"(33, 6)",1,1,0,0
"(34, 6)",1,1,0,1
"(35, 6)",0,0,1,1
"(36, 6)",1,1,1,0
"(37, 6)",1,1,0,0
"(38, 6)",1,1,0,1
"(39, 6)",0,1,1,0
"(40, 6)",1,0,0,1
"(41, 6)",0,1,1,1
"(42, 6)",1,0,1,0
"(43, 6)",1,0,0,1
"(44, 6)",0,1,1,0
"(45, 6)",1,1,0,1
"(46, 6)",0,1,1,1
"(47, 6)",0,0,1,1
"(48, 6)",1,1,1,1
"(49, 6)",0,1,1,1
"(50, 6)",1,0,1,0
"(1, 7)",1,1,0,1
"(2, 7)",0,1,1,0
"(3, 7)",0,1,0,1
"(4, 7)",1,0,1,0
"(5, 7)",0,1,0,1
"(6, 7)",1,0,1,0
"(7, 7)",1,1,0,0
"(8, 7)",1,1,0,0
"(9, 7)",0,0,0,1
"(10, 7)",0,0,1,1
"(11, 7)",1,0,1,1
"(12, 7)",0,0,1,1
"(13, 7)",1,0,1,0
"(14, 7)",1,1,0,0
"(15, 7)",0,1,0,1
"(16, 7)",1,0,1,1
"(17, 7)",1,1,1,0
"(18, 7)",1,0,0,0
"(19, 7)",1,0,0,1
"(20, 7)",0,0,1,1
"(21, 7)",1,1,1,0
"(22, 7)",0,1,0,1
"(23, 7)",0,1,1,0
"(24, 7)",1,1,0,1
"(25, 7)",1,0,1,0
"(26, 7)",0,1,0,0
"(27, 7)",1,1,0,1
"(28, 7)",0,0,1,1
"(29, 7)",0,0,1,1
"(30, 7)",1,1,1,0
"(31, 7)",0,0,0,1
"(32, 7)",1,1,1,1
"(33, 7)",0,1,1,1
"(34, 7)",0,1,1,1
"(35, 7)",1,0,1,1
"(36, 7)",0,1,1,1
"(37, 7)",0,1,1,0
"(38, 7)",1,1,0,0
"(39, 7)",1,0,0,0
"(40, 7)",0,1,0,1
"(41, 7)",0,0,1,1
"(42, 7)",1,1,1,1
"(43, 7)",0,1,1,1
"(44, 7)",1,0,1,1
"(45, 7)",0,1,1,1
"(46, 7)",1,0,1,1
"(47, 7)",1,0,1,1
"(48, 7)",0,1,1,0
"(49, 7)",1,0,0,1
"(50, 7)",1,1,1,0
"(1, 8)",1,1,0,1
"(2, 8)",1,0,1,0
"(3, 8)",1,0,0,1
"(4, 8)",0,1,1,0
"(5, 8)",1,0,0,1
"(6, 8)",1,1,1,0
"(7, 8)",1,1,0,0
"(8, 8)",1,1,0,0
"(9, 8)",1,0,0,1
"(10, 8)",0,0,1,1
"(11, 8)",0,1,1,0
"(12, 8)",1,0,0,1
"(13, 8)",0,1,1,0
"(14, 8)",1,1,0,0
"(15, 8)",1,0,0,1
"(16, 8)",0,1,1,0
"(17, 8)",0,1,0,1
"(18, 8)",1,1,1,1
"(19, 8)",0,1,1,1
"(20, 8)",1,0,1,0
"(21, 8)",0,1,0,1
"(22, 8)",1,0,1,1
"(23, 8)",0,0,1,1
"(24, 8)",1,1,1,0
"(25, 8)",0,1,0,1
"(26, 8)",1,0,1,0
"(27, 8)",1,1,0,1
"(28, 8)",1,0,1,1
"(29, 8)",0,0,1,0
"(30, 8)",0,1,0,1
"(31, 8)",1,0,1,1
"(32, 8)",0,1,1,1
"(33, 8)",0,0,1,1
"(34, 8)",1,0,1,1
"(35, 8)",1,1,1,0
"(36, 8)",0,0,0,1
"(37, 8)",0,0,1,1
"(38, 8)",0,1,1,1
"(39, 8)",1,1,1,1
"(40, 8)",1,0,1,1
"(41, 8)",1,0,1,0
"(42, 8)",1,1,0,0
"(43, 8)",0,0,0,1
"(44, 8)",1,1,1,1
"(45, 8)",1,0,1,1
"(46, 8)",1,1,1,0
"(47, 8)",0,1,0,1
"(48, 8)",1,0,1,1
"(49, 8)",0,1,1,0
"(50, 8)",1,1,0,0
"(1, 9)",1,1,0,0
"(2, 9)",0,1,0,1
"(3, 9)",0,1,1,1
"(4, 9)",0,0,1,1
"(5, 9)",0,1,1,0
"(6, 9)",0,1,0,1
"(7, 9)",0,1,1,1
"(8, 9)",0,1,1,1
"(9, 9)",1,1,1,0
"(10, 9)",0,0,0,1
"(11, 9)",1,0,1,0
"(12, 9)",1,1,0,0
"(13, 9)",0,0,0,1
"(14, 9)",1,1,1,1
"(15, 9)",1,1,1,0
"(16, 9)",0,0,0,1
"(17, 9)",1,0,1,1
"(18, 9)",1,1,1,1
"(19, 9)",0,0,1,0
"(20, 9)",1,1,0,0
"(21, 9)",1,0,0,1
"(22, 9)",1,1,1,0
"(23, 9)",1,0,0,1
"(24, 9)",0,1,1,1
"(25, 9)",1,0,1,1
"(26, 9)",0,1,1,1
"(27, 9)",1,1,1,0
"(28, 9)",1,1,0,0
"(29, 9)",1,0,0,1
"(30, 9)",1,0,1,0
"(31, 9)",1,1,0,1
"(32, 9)",0,0,1,1
"(33, 9)",0,0,1,1
"(34, 9)",1,1,1,0
"(35, 9)",1,1,0,1
"(36, 9)",0,0,1,1
"(37, 9)",0,0,1,1
"(38, 9)",1,0,1,1
"(39, 9)",1,1,1,0
"(40, 9)",0,1,0,0
"(41, 9)",1,1,0,0
"(42, 9)",1,1,0,1
"(43, 9)",1,0,1,1
"(44, 9)",1,1,1,0
"(45, 9)",0,1,0,0
"(46, 9)",1,1,0,0
"(47, 9)",1,0,0,1
"(48, 9)",1,1,1,1
"(49, 9)",1,0,1,1
"(50, 9)",0,1,1,0
"(1, 10)",1,1,0,0
"(2, 10)",1,0,0,1
"(3, 10)",1,0,1,1
"(4, 10)",1,0,1,0
"(5, 10)",1,0,0,1
"(6, 10)",0,0,1,1
"(7, 10)",0,0,1,1
"(8, 10)",1,0,1,1
"(9, 10)",1,1,1,0
"(10, 10)",1,0,0,1
"(11, 10)",0,1,1,0
"(12, 10)",1,1,0,1
"(13, 10)",0,0,1,1
"(14, 10)",1,1,1,0
"(15, 10)",1,1,0,1
"(16, 10)",1,0,1,0
"(17, 10)",0,1,0,0
"(18, 10)",1,1,0,1
"(19, 10)",0,0,1,1
"(20, 10)",0,1,1,1
"(21, 10)",1,1,1,0
"(22, 10)",1,1,0,0
"(23, 10)",1,1,0,0
"(24, 10)",1,0,0,1
"(25, 10)",1,1,1,0
"(26, 10)",1,0,0,1
"(27, 10)",0,1,1,0
"(28, 10)",1,1,0,0
"(29, 10)",1,1,0,0
"(30, 10)",1,1,0,1
"(31, 10)",0,1,1,1
"(32, 10)",1,0,1,1
"(33, 10)",0,0,1,1
"(34, 10)",0,1,1,0
"(35, 10)",1,1,0,1
"(36, 10)",1,0,1,1
"(37, 10)",0,0,1,1
"(38, 10)",0,1,1,0
"(39, 10)",0,1,0,1
"(40, 10)",1,0,1,1
"(41, 10)",0,1,1,1
"(42, 10)",0,1,1,0
"(43, 10)",1,1,0,0
"(44, 10)",1,1,0,0
"(45, 10)",1,0,0,1
"(46, 10)",0,1,1,1
"(47, 10)",1,1,1,0
"(48, 10)",0,1,0,0
"(49, 10)",0,1,0,1
"(50, 10)",1,0,1,0
"(1, 11)",1,1,0,1
"(2, 11)",0,1,1,0
"(3, 11)",1,1,0,0
"(4, 11)",0,1,0,1
"(5, 11)",0,1,1,1
"(6, 11)",0,0,1,1
"(7, 11)",1,0,1,0
"(8, 11)",1,1,0,0
"(9, 11)",1,1,0,0
"(10, 11)",0,1,0,1
"(11, 11)",1,0,1,0
"(12, 11)",1,1,0,1
"(13, 11)",1,0,1,1
"(14, 11)",0,1,1,1
"(15, 11)",1,1,1,0
"(16, 11)",1,1,0,1
"(17, 11)",1,0,1,0
"(18, 11)",1,1,0,0
"(19, 11)",1,0,0,1
"(20, 11)",1,0,1,1
"(21, 11)",0,1,1,1
"(22, 11)",1,1,1,0
"(23, 11)",1,1,0,1
"(24, 11)",0,1,1,0
"(25, 11)",1,1,0,1
"(26, 11)",0,1,1,0
"(27, 11)",1,0,0,1
"(28, 11)",0,1,1,0
"(29, 11)",1,1,0,0
"(30, 11)",0,1,0,1
"(31, 11)",1,0,1,0
"(32, 11)",1,1,0,1
"(33, 11)",1,0,1,0
"(34, 11)",0,0,0,1
"(35, 11)",1,1,1,0
"(36, 11)",0,1,0,1
"(37, 11)",1,0,1,1
"(38, 11)",1,0,1,1
"(39, 11)",0,0,1,1
"(40, 11)",1,1,1,0
"(41, 11)",1,0,0,1
"(42, 11)",1,0,1,1
"(43, 11)",1,1,1,0
"(44, 11)",1,1,0,0
"(45, 11)",0,1,0,1
"(46, 11)",1,0,1,1
"(47, 11)",0,1,1,1
"(48, 11)",1,0,1,1
"(49, 11)",0,0,1,0
"(50, 11)",1,1,0,0
"(1, 12)",1,1,0,0
"(2, 12)",1,0,0,1
"(3, 12)",0,1,1,0
"(4, 12)",1,0,0,1
"(5, 12)",1,0,1,1
"(6, 12)",0,0,1,1
"(7, 12)",1,1,1,1
"(8, 12)",1,1,1,0
"(9, 12)",0,1,0,1
"(10, 12)",1,0,1,1
"(11, 12)",0,1,1,0
"(12, 12)",1,1,0,0
"(13, 12)",1,1,0,1
"(14, 12)",0,0,1,1
"(15, 12)",0,1,1,1
"(16, 12)",0,1,1,0
"(17, 12)",1,1,0,0
"(18, 12)",1,1,0,1
"(19, 12)",1,1,1,0
"(20, 12)",0,1,0,0
"(21, 12)",1,0,0,1
"(22, 12)",1,1,1,1
"(23, 12)",0,1,1,1
"(24, 12)",1,0,1,0
"(25, 12)",1,1,0,1
"(26, 12)",1,0,1,1
"(27, 12)",0,1,1,1
"(28, 12)",0,0,1,1
"(29, 12)",0,1,1,1
"(30, 12)",1,0,1,1
"(31, 12)",0,1,1,1
"(32, 12)",1,1,1,0
"(33, 12)",0,1,0,1
"(34, 12)",1,0,1,0
"(35, 12)",1,1,0,0
"(36, 12)",1,0,0,1
"(37, 12)",0,1,1,0
"(38, 12)",1,1,0,1
"(39, 12)",0,0,1,1
"(40, 12)",0,1,1,0
"(41, 12)",1,1,0,0
"(42, 12)",1,1,0,0
"(43, 12)",0,1,0,1
"(44, 12)",1,1,1,0
"(45, 12)",1,0,0,1
"(46, 12)",0,1,1,0
"(47, 12)",1,0,0,1
"(48, 12)",0,1,1,0
"(49, 12)",1,0,0,1
"(50, 12)",0,1,1,0
"(1, 13)",1,1,0,1
"(2, 13)",0,1,1,1
"(3, 13)",0,0,1,1
"(4, 13)",0,1,1,0
"(5, 13)",1,1,0,0
"(6, 13)",1,0,0,1
"(7, 13)",0,1,1,0
"(8, 13)",0,1,0,1
"(9, 13)",1,0,1,0
"(10, 13)",0,1,0,0
"(11, 13)",1,0,0,1
"(12, 13)",0,1,1,0
"(13, 13)",0,1,0,1
"(14, 13)",0,0,1,1
"(15, 13)",1,0,1,1
"(16, 13)",1,0,1,1
"(17, 13)",0,1,1,0
"(18, 13)",0,1,0,0
"(19, 13)",1,1,0,0
"(20, 13)",1,0,0,1
"(21, 13)",1,1,1,0
"(22, 13)",1,1,0,1
"(23, 13)",1,0,1,0
"(24, 13)",1,1,0,1
"(25, 13)",1,1,1,0
"(26, 13)",1,1,0,1
"(27, 13)",1,0,1,1
"(28, 13)",0,0,1,1
"(29, 13)",1,0,1,0
"(30, 13)",1,1,0,0
"(31, 13)",1,0,0,0
"(32, 13)",1,1,0,1
"(33, 13)",0,0,1,0
"(34, 13)",1,1,0,0
"(35, 13)",1,1,0,1
"(36, 13)",0,1,1,1
"(37, 13)",1,0,1,1
"(38, 13)",0,1,1,1
"(39, 13)",1,0,1,0
"(40, 13)",1,0,0,1
"(41, 13)",0,1,1,0
"(42, 13)",0,1,0,1
"(43, 13)",1,0,1,0
"(44, 13)",1,1,0,0
"(45, 13)",1,1,0,1
"(46, 13)",1,0,1,0
"(47, 13)",1,1,0,1
"(48, 13)",0,0,1,1
"(49, 13)",0,1,1,1
"(50, 13)",1,0,1,0
"(1, 14)",0,1,0,1
"(2, 14)",0,0,1,1
"(3, 14)",1,0,1,1
"(4, 14)",0,0,1,1
"(5, 14)",0,1,1,0
"(6, 14)",0,1,0,1
"(7, 14)",0,0,1,1
"(8, 14)",1,0,1,0
"(9, 14)",0,1,0,1
"(10, 14)",1,0,1,1
"(11, 14)",1,1,1,1
"(12, 14)",0,0,1,1
"(13, 14)",0,0,1,0
"(14, 14)",1,0,0,1
"(15, 14)",0,1,1,0
"(16, 14)",0,1,0,1
"(17, 14)",0,0,1,1
"(18, 14)",0,0,1,1
"(19, 14)",0,1,1,0
"(20, 14)",1,1,0,0
"(21, 14)",1,1,0,1
"(22, 14)",0,1,1,0
"(23, 14)",1,1,0,1
"(24, 14)",0,1,1,0
"(25, 14)",1,1,0,0
"(26, 14)",1,1,0,0
"(27, 14)",1,1,0,1
"(28, 14)",0,0,1,0
"(29, 14)",1,1,0,0
"(30, 14)",0,1,0,1
"(31, 14)",1,1,1,1
"(32, 14)",0,1,1,1
"(33, 14)",1,0,1,0
"(34, 14)",1,1,0,1
"(35, 14)",0,1,1,1
"(36, 14)",1,0,1,0
"(37, 14)",0,1,0,1
"(38, 14)",1,0,1,0
"(39, 14)",1,1,0,1
"(40, 14)",1,1,1,0
"(41, 14)",1,0,0,1
"(42, 14)",0,0,1,0
"(43, 14)",0,1,0,1
"(44, 14)",1,1,1,1
"(45, 14)",0,1,1,0
"(46, 14)",1,1,0,0
"(47, 14)",0,1,0,1
"(48, 14)",0,0,1,1
"(49, 14)",1,0,1,0
"(50, 14)",1,1,0,0
"(1, 15)",1,0,0,1
"(2, 15)",0,0,1,1
"(3, 15)",1,1,1,1
"(4, 15)",0,0,1,1
"(5, 15)",1,0,1,0
"(6, 15)",1,0,0,1
"(7, 15)",0,0,1,1
"(8, 15)",1,1,1,0
"(9, 15)",1,0,0,1
"(10, 15)",1,1,1,0
"(11, 15)",1,1,0,1
"(12, 15)",1,0,1,1
"(13, 15)",1,0,1,1
"(14, 15)",0,1,1,1
"(15, 15)",1,0,1,1
"(16, 15)",1,0,1,0
"(17, 15)",1,0,0,1
"(18, 15)",0,0,1,1
"(19, 15)",0,0,1,1
"(20, 15)",0,1,1,0
"(21, 15)",0,1,0,1
"(22, 15)",0,0,1,0
"(23, 15)",0,1,0,1
"(24, 15)",0,0,1,1
"(25, 15)",1,1,1,0
"(26, 15)",1,1,0,0
"(27, 15)",1,1,0,0
"(28, 15)",1,0,0,1
"(29, 15)",0,1,1,0
"(30, 15)",1,0,0,1
"(31, 15)",0,1,1,0
"(32, 15)",1,0,0,1
"(33, 15)",0,1,1,0
"(34, 15)",1,1,0,0
"(35, 15)",1,0,0,1
"(36, 15)",0,1,1,1
"(37, 15)",1,0,1,0
"(38, 15)",0,1,0,1
"(39, 15)",0,1,1,0
"(40, 15)",1,1,0,1
"(41, 15)",1,1,1,0
"(42, 15)",1,0,0,1
"(43, 15)",0,0,1,1
"(44, 15)",0,1,1,1
"(45, 15)",1,0,1,0
"(46, 15)",1,1,0,0
"(47, 15)",0,0,0,1
"(48, 15)",0,0,1,1
"(49, 15)",1,1,1,1
"(50, 15)",0,1,1,0
"(1, 16)",1,1,0,0
"(2, 16)",0,0,0,1
"(3, 16)",0,1,1,1
"(4, 16)",0,0,1,1
"(5, 16)",1,1,1,1
"(6, 16)",0,1,1,1
"(7, 16)",0,0,1,1
"(8, 16)",0,1,1,1
"(9, 16)",0,1,1,0
"(10, 16)",1,1,0,1
"(11, 16)",1,1,1,0
"(12, 16)",1,1,0,0
"(13, 16)",0,1,0,1
"(14, 16)",0,0,1,1
"(15, 16)",0,1,1,0
"(16, 16)",0,1,0,1
"(17, 16)",1,1,1,0
"(18, 16)",1,0,0,1
"(19, 16)",0,0,1,1
"(20, 16)",0,0,1,1
"(21, 16)",0,0,1,1
"(22, 16)",1,0,1,1
"(23, 16)",0,0,1,1
"(24, 16)",1,0,1,1
"(25, 16)",0,1,1,1
"(26, 16)",1,1,1,0
"(27, 16)",1,1,0,0
"(28, 16)",0,1,0,1
"(29, 16)",1,0,1,0
"(30, 16)",0,1,0,1
"(31, 16)",1,0,1,0
"(32, 16)",1,1,0,1
"(33, 16)",0,0,1,1
"(34, 16)",0,1,1,0
"(35, 16)",1,1,0,0
"(36, 16)",1,0,0,1
"(37, 16)",0,1,1,0
"(38, 16)",0,0,0,1
"(39, 16)",0,0,1,1
"(40, 16)",1,1,1,0
"(41, 16)",1,1,0,0
"(42, 16)",0,1,0,1
"(43, 16)",1,0,1,1
"(44, 16)",1,0,1,1
"(45, 16)",0,1,1,1
"(46, 16)",1,1,1,0
"(47, 16)",1,0,0,1
"(48, 16)",0,0,1,1
"(49, 16)",1,1,1,1
"(50, 16)",1,0,1,0
"(1, 17)",1,1,0,1
"(2, 17)",1,0,1,1
"(3, 17)",0,0,1,1
"(4, 17)",1,0,1,1
"(5, 17)",0,1,1,1
"(6, 17)",1,0,1,1
"(7, 17)",0,0,1,1
"(8, 17)",0,0,1,1
"(9, 17)",1,0,1,0
"(10, 17)",0,1,0,0
"(11, 17)",1,1,0,1
"(12, 17)",0,1,1,0
"(13, 17)",1,0,0,1
"(14, 17)",0,0,1,1
"(15, 17)",0,0,1,0
"(16, 17)",1,0,0,1
"(17, 17)",0,1,1,0
"(18, 17)",1,1,0,0
"(19, 17)",1,0,0,1
"(20, 17)",1,0,1,0
"(21, 17)",0,0,0,1
"(22, 17)",1,1,1,1
"(23, 17)",0,0,1,1
"(24, 17)",1,1,1,1
"(25, 17)",0,0,1,1
"(26, 17)",1,1,1,1
"(27, 17)",1,1,1,1
"(28, 17)",1,0,1,0
"(29, 17)",1,1,0,1
"(30, 17)",1,0,1,1
"(31, 17)",1,1,1,0
"(32, 17)",1,1,0,1
"(33, 17)",1,0,1,0
"(34, 17)",1,0,0,1
"(35, 17)",0,1,1,0
"(36, 17)",1,1,0,0
"(37, 17)",1,0,0,1
"(38, 17)",1,0,1,1
"(39, 17)",0,0,1,1
"(40, 17)",1,1,1,1
"(41, 17)",0,1,1,1
"(42, 17)",1,0,1,0
"(43, 17)",1,1,0,0
"(44, 17)",0,1,0,0
"(45, 17)",1,0,0,1
"(46, 17)",0,1,1,1
"(47, 17)",0,1,1,1
"(48, 17)",0,0,1,1
"(49, 17)",1,1,1,0
"(50, 17)",1,1,0,0
"(1, 18)",1,1,0,0
"(2, 18)",1,1,0,1
"(3, 18)",1,0,1,0
"(4, 18)",1,1,0,0
"(5, 18)",1,0,0,1
"(6, 18)",1,1,1,0
"(7, 18)",1,0,0,1
"(8, 18)",1,0,1,1
"(9, 18)",1,1,1,1
"(10, 18)",0,0,1,1
"(11, 18)",0,1,1,1
"(12, 18)",0,0,1,1
"(13, 18)",0,1,1,1
"(14, 18)",1,0,1,0
"(15, 18)",1,0,0,1
"(16, 18)",0,1,1,1
"(17, 18)",1,0,1,1
"(18, 18)",0,1,1,1
"(19, 18)",0,1,1,0
"(20, 18)",1,1,0,0
"(21, 18)",1,0,0,1
"(22, 18)",0,1,1,1
"(23, 18)",1,0,1,0
